Protein1,Protein2,SpearmanSimilarity
seq10018@8,seq4564@7,0.9999999999999999
seq10018@8,seq1376@21,0.9878787878787878
seq10018@8,seq3502@5,0.9999999999999999
seq10018@8,seq13938@8,0.9999999999999999
seq10018@8,seq629@101,0.9999999999999999
seq10018@8,seq4326@5,0.9999999999999999
seq10018@8,seq147@8,0.9999999999999999
seq10018@8,seq304@65,0.9999999999999999
seq10018@8,seq7359@5,0.9999999999999999
seq10018@8,seq5131@10,0.9999999999999999
seq10018@8,seq7760@5,0.9999999999999999
seq10018@8,seq109@26,0.9999999999999999
seq10018@8,seq9913@5,0.9999999999999999
seq10018@8,seq10957@23,0.9999999999999999
seq10018@8,seq1472@61,0.9999999999999999
seq10018@8,seq12569@5,0.9999999999999999
seq10018@8,seq18928@9,0.9999999999999999
seq10018@8,seq16760@5,0.9999999999999999
seq10018@8,seq732@44,0.9999999999999999
seq10018@8,seq8386@19,0.9999999999999999
seq10018@8,seq4165@10,0.9999999999999999
seq10018@8,seq223@39,0.9999999999999999
seq10018@8,seq2127@17,0.9878787878787878
seq10018@8,seq5880@7,0.9878787878787878
seq10018@8,seq1314@44,0.9999999999999999
seq10018@8,seq516@43,0.9999999999999999
seq10018@8,seq239@42,0.9999999999999999
seq10018@8,seq7106@30,0.9999999999999999
seq10018@8,seq430@28,0.9999999999999999
seq10018@8,seq1204@23,0.9999999999999999
seq10018@8,seq2462@16,0.9999999999999999
seq10018@8,seq12862@14,0.9999999999999999
seq10018@8,seq1280@12,0.9878787878787878
seq10018@8,seq16740@11,0.9878787878787878
seq10018@8,seq17946@8,0.9999999999999999
seq10018@8,seq9187@6,0.9999999999999999
seq10018@8,seq2929@5,0.9999999999999999
seq10018@8,seq991@17,0.9999999999999999
seq10018@8,seq1934@40,0.9999999999999999
seq10018@8,seq8@44677,0.9999999999999999
seq10018@8,seq2461@27,0.9999999999999999
seq1481@7,seq4721@7,0.9878787878787878
seq1481@7,seq10507@7,0.9999999999999999
seq1481@7,seq4315@6,0.9999999999999999
seq1481@7,seq7536@6,0.9999999999999999
seq1481@7,seq39677@6,0.9999999999999999
seq1481@7,seq4508@5,0.9999999999999999
seq1481@7,seq5590@5,0.9999999999999999
seq1481@7,seq6544@5,0.9999999999999999
seq1481@7,seq7946@5,0.9999999999999999
seq1481@7,seq20893@5,0.9999999999999999
seq1481@7,naive,0.9999999999999999
seq1481@7,seq24@4813,0.9999999999999999
seq1481@7,seq23901@6,0.9999999999999999
seq1481@7,seq366@64,0.9999999999999999
seq1481@7,seq5823@8,0.9999999999999999
seq1481@7,seq5881@11,0.9999999999999999
seq1481@7,seq1004@14,0.9999999999999999
seq1481@7,seq42589@5,0.9999999999999999
seq1481@7,seq1603@86,0.9999999999999999
seq1481@7,seq3096@41,0.9999999999999999
seq1481@7,seq141@55,0.9999999999999999
seq1481@7,seq4005@80,0.9999999999999999
seq1481@7,seq6678@28,0.9999999999999999
seq1481@7,seq398@62,0.9999999999999999
seq1481@7,seq3289@27,0.9999999999999999
seq1481@7,seq667@45,0.9999999999999999
seq1481@7,seq4058@95,0.9999999999999999
seq1481@7,seq567@25,0.9999999999999999
seq1481@7,seq4013@37,0.9999999999999999
seq1481@7,seq756@25,0.9999999999999999
seq1481@7,seq32059@5,0.9999999999999999
seq1481@7,seq2413@23,0.9999999999999999
seq1481@7,seq803@72,0.9999999999999999
seq1481@7,seq5832@22,0.9999999999999999
seq1481@7,seq968@46,0.9999999999999999
seq1481@7,seq5127@21,0.9999999999999999
seq1481@7,seq2366@32,0.9999999999999999
seq1481@7,seq1939@16,0.9999999999999999
seq1481@7,seq7090@22,0.9999999999999999
seq1481@7,seq4637@16,0.9999999999999999
seq1481@7,seq294@40,0.9999999999999999
seq1481@7,seq3663@14,0.9999999999999999
seq1481@7,seq282@31,0.9999999999999999
seq1481@7,seq1977@11,0.9999999999999999
seq1481@7,seq101@106,0.9999999999999999
seq1481@7,seq11445@10,0.9878787878787878
seq1481@7,seq1609@30,0.9999999999999999
seq1481@7,seq804@9,0.9999999999999999
seq1481@7,seq11725@11,0.996965091635306
seq1481@7,seq12219@7,0.9999999999999999
seq1481@7,seq347@84,0.9999999999999999
seq1481@7,seq24325@7,0.9999999999999999
seq1481@7,seq762@26,0.9999999999999999
seq1481@7,seq9045@6,0.9999999999999999
seq1481@7,seq1062@22,0.9999999999999999
seq1481@7,seq11877@7,0.9999999999999999
seq1481@7,seq3868@20,0.9999999999999999
seq1481@7,seq2340@41,0.9999999999999999
seq1481@7,seq9698@6,0.9999999999999999
seq1481@7,seq2229@7,0.9999999999999999
seq1481@7,seq1169@78,0.9999999999999999
seq1481@7,seq2868@5,0.9999999999999999
seq1481@7,seq4564@7,0.9999999999999999
seq1481@7,seq1376@21,0.9878787878787878
seq1481@7,seq3502@5,0.9999999999999999
seq1481@7,seq13938@8,0.9999999999999999
seq1481@7,seq629@101,0.9999999999999999
seq1481@7,seq4326@5,0.9999999999999999
seq1481@7,seq147@8,0.9999999999999999
seq1481@7,seq304@65,0.9999999999999999
seq1481@7,seq7359@5,0.9999999999999999
seq1481@7,seq5131@10,0.9999999999999999
seq1481@7,seq7760@5,0.9999999999999999
seq1481@7,seq109@26,0.9999999999999999
seq1481@7,seq9913@5,0.9999999999999999
seq1481@7,seq10957@23,0.9999999999999999
seq1481@7,seq1472@61,0.9999999999999999
seq1481@7,seq12569@5,0.9999999999999999
seq1481@7,seq18928@9,0.9999999999999999
seq1481@7,seq16760@5,0.9999999999999999
seq1481@7,seq732@44,0.9999999999999999
seq1481@7,seq8386@19,0.9999999999999999
seq1481@7,seq4165@10,0.9999999999999999
seq1481@7,seq223@39,0.9999999999999999
seq1481@7,seq2127@17,0.9878787878787878
seq1481@7,seq5880@7,0.9878787878787878
seq1481@7,seq1314@44,0.9999999999999999
seq1481@7,seq516@43,0.9999999999999999
seq1481@7,seq239@42,0.9999999999999999
seq1481@7,seq7106@30,0.9999999999999999
seq1481@7,seq430@28,0.9999999999999999
seq1481@7,seq1204@23,0.9999999999999999
seq1481@7,seq2462@16,0.9999999999999999
seq1481@7,seq12862@14,0.9999999999999999
seq1481@7,seq1280@12,0.9878787878787878
seq1481@7,seq16740@11,0.9878787878787878
seq1481@7,seq17946@8,0.9999999999999999
seq1481@7,seq9187@6,0.9999999999999999
seq1481@7,seq2929@5,0.9999999999999999
seq1481@7,seq991@17,0.9999999999999999
seq1481@7,seq1934@40,0.9999999999999999
seq1481@7,seq8@44677,0.9999999999999999
seq1481@7,seq2461@27,0.9999999999999999
seq4721@7,seq10507@7,0.9878787878787878
seq4721@7,seq4315@6,0.9878787878787878
seq4721@7,seq7536@6,0.9878787878787878
seq4721@7,seq39677@6,0.9878787878787878
seq4721@7,seq4508@5,0.9878787878787878
seq4721@7,seq5590@5,0.9878787878787878
seq4721@7,seq6544@5,0.9878787878787878
seq4721@7,seq7946@5,0.9878787878787878
seq4721@7,seq20893@5,0.9878787878787878
seq4721@7,naive,0.9878787878787878
seq4721@7,seq24@4813,0.9878787878787878
seq4721@7,seq23901@6,0.9878787878787878
seq4721@7,seq366@64,0.9878787878787878
seq4721@7,seq5823@8,0.9878787878787878
seq4721@7,seq5881@11,0.9878787878787878
seq4721@7,seq1004@14,0.9878787878787878
seq4721@7,seq42589@5,0.9878787878787878
seq4721@7,seq1603@86,0.9878787878787878
seq4721@7,seq3096@41,0.9878787878787878
seq4721@7,seq141@55,0.9878787878787878
seq4721@7,seq4005@80,0.9878787878787878
seq4721@7,seq6678@28,0.9878787878787878
seq4721@7,seq398@62,0.9878787878787878
seq4721@7,seq3289@27,0.9878787878787878
seq4721@7,seq667@45,0.9878787878787878
seq4721@7,seq4058@95,0.9878787878787878
seq4721@7,seq567@25,0.9878787878787878
seq4721@7,seq4013@37,0.9878787878787878
seq4721@7,seq756@25,0.9878787878787878
seq4721@7,seq32059@5,0.9878787878787878
seq4721@7,seq2413@23,0.9878787878787878
seq4721@7,seq803@72,0.9878787878787878
seq4721@7,seq5832@22,0.9878787878787878
seq4721@7,seq968@46,0.9878787878787878
seq4721@7,seq5127@21,0.9878787878787878
seq4721@7,seq2366@32,0.9878787878787878
seq4721@7,seq1939@16,0.9878787878787878
seq4721@7,seq7090@22,0.9878787878787878
seq4721@7,seq4637@16,0.9878787878787878
seq4721@7,seq294@40,0.9878787878787878
seq4721@7,seq3663@14,0.9878787878787878
seq4721@7,seq282@31,0.9878787878787878
seq4721@7,seq1977@11,0.9878787878787878
seq4721@7,seq101@106,0.9878787878787878
seq4721@7,seq11445@10,0.9757575757575757
seq4721@7,seq1609@30,0.9878787878787878
seq4721@7,seq804@9,0.9878787878787878
seq4721@7,seq11725@11,0.9787279253249042
seq4721@7,seq12219@7,0.9878787878787878
seq4721@7,seq347@84,0.9878787878787878
seq4721@7,seq24325@7,0.9878787878787878
seq4721@7,seq762@26,0.9878787878787878
seq4721@7,seq9045@6,0.9878787878787878
seq4721@7,seq1062@22,0.9878787878787878
seq4721@7,seq11877@7,0.9878787878787878
seq4721@7,seq3868@20,0.9878787878787878
seq4721@7,seq2340@41,0.9878787878787878
seq4721@7,seq9698@6,0.9878787878787878
seq4721@7,seq2229@7,0.9878787878787878
seq4721@7,seq1169@78,0.9878787878787878
seq4721@7,seq2868@5,0.9878787878787878
seq4721@7,seq4564@7,0.9878787878787878
seq4721@7,seq1376@21,0.9999999999999999
seq4721@7,seq3502@5,0.9878787878787878
seq4721@7,seq13938@8,0.9878787878787878
seq4721@7,seq629@101,0.9878787878787878
seq4721@7,seq4326@5,0.9878787878787878
seq4721@7,seq147@8,0.9878787878787878
seq4721@7,seq304@65,0.9878787878787878
seq4721@7,seq7359@5,0.9878787878787878
seq4721@7,seq5131@10,0.9878787878787878
seq4721@7,seq7760@5,0.9878787878787878
seq4721@7,seq109@26,0.9878787878787878
seq4721@7,seq9913@5,0.9878787878787878
seq4721@7,seq10957@23,0.9878787878787878
seq4721@7,seq1472@61,0.9878787878787878
seq4721@7,seq12569@5,0.9878787878787878
seq4721@7,seq18928@9,0.9878787878787878
seq4721@7,seq16760@5,0.9878787878787878
seq4721@7,seq732@44,0.9878787878787878
seq4721@7,seq8386@19,0.9878787878787878
seq4721@7,seq4165@10,0.9878787878787878
seq4721@7,seq223@39,0.9878787878787878
seq4721@7,seq2127@17,0.9999999999999999
seq4721@7,seq5880@7,0.9999999999999999
seq4721@7,seq1314@44,0.9878787878787878
seq4721@7,seq516@43,0.9878787878787878
seq4721@7,seq239@42,0.9878787878787878
seq4721@7,seq7106@30,0.9878787878787878
seq4721@7,seq430@28,0.9878787878787878
seq4721@7,seq1204@23,0.9878787878787878
seq4721@7,seq2462@16,0.9878787878787878
seq4721@7,seq12862@14,0.9878787878787878
seq4721@7,seq1280@12,0.9757575757575757
seq4721@7,seq16740@11,0.9757575757575757
seq4721@7,seq17946@8,0.9878787878787878
seq4721@7,seq9187@6,0.9878787878787878
seq4721@7,seq2929@5,0.9878787878787878
seq4721@7,seq991@17,0.9878787878787878
seq4721@7,seq1934@40,0.9878787878787878
seq4721@7,seq8@44677,0.9878787878787878
seq4721@7,seq2461@27,0.9878787878787878
seq10507@7,seq4315@6,0.9999999999999999
seq10507@7,seq7536@6,0.9999999999999999
seq10507@7,seq39677@6,0.9999999999999999
seq10507@7,seq4508@5,0.9999999999999999
seq10507@7,seq5590@5,0.9999999999999999
seq10507@7,seq6544@5,0.9999999999999999
seq10507@7,seq7946@5,0.9999999999999999
seq10507@7,seq20893@5,0.9999999999999999
seq10507@7,naive,0.9999999999999999
seq10507@7,seq24@4813,0.9999999999999999
seq10507@7,seq23901@6,0.9999999999999999
seq10507@7,seq366@64,0.9999999999999999
seq10507@7,seq5823@8,0.9999999999999999
seq10507@7,seq5881@11,0.9999999999999999
seq10507@7,seq1004@14,0.9999999999999999
seq10507@7,seq42589@5,0.9999999999999999
seq10507@7,seq1603@86,0.9999999999999999
seq10507@7,seq3096@41,0.9999999999999999
seq10507@7,seq141@55,0.9999999999999999
seq10507@7,seq4005@80,0.9999999999999999
seq10507@7,seq6678@28,0.9999999999999999
seq10507@7,seq398@62,0.9999999999999999
seq10507@7,seq3289@27,0.9999999999999999
seq10507@7,seq667@45,0.9999999999999999
seq10507@7,seq4058@95,0.9999999999999999
seq10507@7,seq567@25,0.9999999999999999
seq10507@7,seq4013@37,0.9999999999999999
seq10507@7,seq756@25,0.9999999999999999
seq10507@7,seq32059@5,0.9999999999999999
seq10507@7,seq2413@23,0.9999999999999999
seq10507@7,seq803@72,0.9999999999999999
seq10507@7,seq5832@22,0.9999999999999999
seq10507@7,seq968@46,0.9999999999999999
seq10507@7,seq5127@21,0.9999999999999999
seq10507@7,seq2366@32,0.9999999999999999
seq10507@7,seq1939@16,0.9999999999999999
seq10507@7,seq7090@22,0.9999999999999999
seq10507@7,seq4637@16,0.9999999999999999
seq10507@7,seq294@40,0.9999999999999999
seq10507@7,seq3663@14,0.9999999999999999
seq10507@7,seq282@31,0.9999999999999999
seq10507@7,seq1977@11,0.9999999999999999
seq10507@7,seq101@106,0.9999999999999999
seq10507@7,seq11445@10,0.9878787878787878
seq10507@7,seq1609@30,0.9999999999999999
seq10507@7,seq804@9,0.9999999999999999
seq10507@7,seq11725@11,0.996965091635306
seq10507@7,seq12219@7,0.9999999999999999
seq10507@7,seq347@84,0.9999999999999999
seq10507@7,seq24325@7,0.9999999999999999
seq10507@7,seq762@26,0.9999999999999999
seq10507@7,seq9045@6,0.9999999999999999
seq10507@7,seq1062@22,0.9999999999999999
seq10507@7,seq11877@7,0.9999999999999999
seq10507@7,seq3868@20,0.9999999999999999
seq10507@7,seq2340@41,0.9999999999999999
seq10507@7,seq9698@6,0.9999999999999999
seq10507@7,seq2229@7,0.9999999999999999
seq10507@7,seq1169@78,0.9999999999999999
seq10507@7,seq2868@5,0.9999999999999999
seq10507@7,seq4564@7,0.9999999999999999
seq10507@7,seq1376@21,0.9878787878787878
seq10507@7,seq3502@5,0.9999999999999999
seq10507@7,seq13938@8,0.9999999999999999
seq10507@7,seq629@101,0.9999999999999999
seq10507@7,seq4326@5,0.9999999999999999
seq10507@7,seq147@8,0.9999999999999999
seq10507@7,seq304@65,0.9999999999999999
seq10507@7,seq7359@5,0.9999999999999999
seq10507@7,seq5131@10,0.9999999999999999
seq10507@7,seq7760@5,0.9999999999999999
seq10507@7,seq109@26,0.9999999999999999
seq10507@7,seq9913@5,0.9999999999999999
seq10507@7,seq10957@23,0.9999999999999999
seq10507@7,seq1472@61,0.9999999999999999
seq10507@7,seq12569@5,0.9999999999999999
seq10507@7,seq18928@9,0.9999999999999999
seq10507@7,seq16760@5,0.9999999999999999
seq10507@7,seq732@44,0.9999999999999999
seq10507@7,seq8386@19,0.9999999999999999
seq10507@7,seq4165@10,0.9999999999999999
seq10507@7,seq223@39,0.9999999999999999
seq10507@7,seq2127@17,0.9878787878787878
seq10507@7,seq5880@7,0.9878787878787878
seq10507@7,seq1314@44,0.9999999999999999
seq10507@7,seq516@43,0.9999999999999999
seq10507@7,seq239@42,0.9999999999999999
seq10507@7,seq7106@30,0.9999999999999999
seq10507@7,seq430@28,0.9999999999999999
seq10507@7,seq1204@23,0.9999999999999999
seq10507@7,seq2462@16,0.9999999999999999
seq10507@7,seq12862@14,0.9999999999999999
seq10507@7,seq1280@12,0.9878787878787878
seq10507@7,seq16740@11,0.9878787878787878
seq10507@7,seq17946@8,0.9999999999999999
seq10507@7,seq9187@6,0.9999999999999999
seq10507@7,seq2929@5,0.9999999999999999
seq10507@7,seq991@17,0.9999999999999999
seq10507@7,seq1934@40,0.9999999999999999
seq10507@7,seq8@44677,0.9999999999999999
seq10507@7,seq2461@27,0.9999999999999999
seq4315@6,seq7536@6,0.9999999999999999
seq4315@6,seq39677@6,0.9999999999999999
seq4315@6,seq4508@5,0.9999999999999999
seq4315@6,seq5590@5,0.9999999999999999
seq4315@6,seq6544@5,0.9999999999999999
seq4315@6,seq7946@5,0.9999999999999999
seq4315@6,seq20893@5,0.9999999999999999
seq4315@6,naive,0.9999999999999999
seq4315@6,seq24@4813,0.9999999999999999
seq4315@6,seq23901@6,0.9999999999999999
seq4315@6,seq366@64,0.9999999999999999
seq4315@6,seq5823@8,0.9999999999999999
seq4315@6,seq5881@11,0.9999999999999999
seq4315@6,seq1004@14,0.9999999999999999
seq4315@6,seq42589@5,0.9999999999999999
seq4315@6,seq1603@86,0.9999999999999999
seq4315@6,seq3096@41,0.9999999999999999
seq4315@6,seq141@55,0.9999999999999999
seq4315@6,seq4005@80,0.9999999999999999
seq4315@6,seq6678@28,0.9999999999999999
seq4315@6,seq398@62,0.9999999999999999
seq4315@6,seq3289@27,0.9999999999999999
seq4315@6,seq667@45,0.9999999999999999
seq4315@6,seq4058@95,0.9999999999999999
seq4315@6,seq567@25,0.9999999999999999
seq4315@6,seq4013@37,0.9999999999999999
seq4315@6,seq756@25,0.9999999999999999
seq4315@6,seq32059@5,0.9999999999999999
seq4315@6,seq2413@23,0.9999999999999999
seq4315@6,seq803@72,0.9999999999999999
seq4315@6,seq5832@22,0.9999999999999999
seq4315@6,seq968@46,0.9999999999999999
seq4315@6,seq5127@21,0.9999999999999999
seq4315@6,seq2366@32,0.9999999999999999
seq4315@6,seq1939@16,0.9999999999999999
seq4315@6,seq7090@22,0.9999999999999999
seq4315@6,seq4637@16,0.9999999999999999
seq4315@6,seq294@40,0.9999999999999999
seq4315@6,seq3663@14,0.9999999999999999
seq4315@6,seq282@31,0.9999999999999999
seq4315@6,seq1977@11,0.9999999999999999
seq4315@6,seq101@106,0.9999999999999999
seq4315@6,seq11445@10,0.9878787878787878
seq4315@6,seq1609@30,0.9999999999999999
seq4315@6,seq804@9,0.9999999999999999
seq4315@6,seq11725@11,0.996965091635306
seq4315@6,seq12219@7,0.9999999999999999
seq4315@6,seq347@84,0.9999999999999999
seq4315@6,seq24325@7,0.9999999999999999
seq4315@6,seq762@26,0.9999999999999999
seq4315@6,seq9045@6,0.9999999999999999
seq4315@6,seq1062@22,0.9999999999999999
seq4315@6,seq11877@7,0.9999999999999999
seq4315@6,seq3868@20,0.9999999999999999
seq4315@6,seq2340@41,0.9999999999999999
seq4315@6,seq9698@6,0.9999999999999999
seq4315@6,seq2229@7,0.9999999999999999
seq4315@6,seq1169@78,0.9999999999999999
seq4315@6,seq2868@5,0.9999999999999999
seq4315@6,seq4564@7,0.9999999999999999
seq4315@6,seq1376@21,0.9878787878787878
seq4315@6,seq3502@5,0.9999999999999999
seq4315@6,seq13938@8,0.9999999999999999
seq4315@6,seq629@101,0.9999999999999999
seq4315@6,seq4326@5,0.9999999999999999
seq4315@6,seq147@8,0.9999999999999999
seq4315@6,seq304@65,0.9999999999999999
seq4315@6,seq7359@5,0.9999999999999999
seq4315@6,seq5131@10,0.9999999999999999
seq4315@6,seq7760@5,0.9999999999999999
seq4315@6,seq109@26,0.9999999999999999
seq4315@6,seq9913@5,0.9999999999999999
seq4315@6,seq10957@23,0.9999999999999999
seq4315@6,seq1472@61,0.9999999999999999
seq4315@6,seq12569@5,0.9999999999999999
seq4315@6,seq18928@9,0.9999999999999999
seq4315@6,seq16760@5,0.9999999999999999
seq4315@6,seq732@44,0.9999999999999999
seq4315@6,seq8386@19,0.9999999999999999
seq4315@6,seq4165@10,0.9999999999999999
seq4315@6,seq223@39,0.9999999999999999
seq4315@6,seq2127@17,0.9878787878787878
seq4315@6,seq5880@7,0.9878787878787878
seq4315@6,seq1314@44,0.9999999999999999
seq4315@6,seq516@43,0.9999999999999999
seq4315@6,seq239@42,0.9999999999999999
seq4315@6,seq7106@30,0.9999999999999999
seq4315@6,seq430@28,0.9999999999999999
seq4315@6,seq1204@23,0.9999999999999999
seq4315@6,seq2462@16,0.9999999999999999
seq4315@6,seq12862@14,0.9999999999999999
seq4315@6,seq1280@12,0.9878787878787878
seq4315@6,seq16740@11,0.9878787878787878
seq4315@6,seq17946@8,0.9999999999999999
seq4315@6,seq9187@6,0.9999999999999999
seq4315@6,seq2929@5,0.9999999999999999
seq4315@6,seq991@17,0.9999999999999999
seq4315@6,seq1934@40,0.9999999999999999
seq4315@6,seq8@44677,0.9999999999999999
seq4315@6,seq2461@27,0.9999999999999999
seq7536@6,seq39677@6,0.9999999999999999
seq7536@6,seq4508@5,0.9999999999999999
seq7536@6,seq5590@5,0.9999999999999999
seq7536@6,seq6544@5,0.9999999999999999
seq7536@6,seq7946@5,0.9999999999999999
seq7536@6,seq20893@5,0.9999999999999999
seq7536@6,naive,0.9999999999999999
seq7536@6,seq24@4813,0.9999999999999999
seq7536@6,seq23901@6,0.9999999999999999
seq7536@6,seq366@64,0.9999999999999999
seq7536@6,seq5823@8,0.9999999999999999
seq7536@6,seq5881@11,0.9999999999999999
seq7536@6,seq1004@14,0.9999999999999999
seq7536@6,seq42589@5,0.9999999999999999
seq7536@6,seq1603@86,0.9999999999999999
seq7536@6,seq3096@41,0.9999999999999999
seq7536@6,seq141@55,0.9999999999999999
seq7536@6,seq4005@80,0.9999999999999999
seq7536@6,seq6678@28,0.9999999999999999
seq7536@6,seq398@62,0.9999999999999999
seq7536@6,seq3289@27,0.9999999999999999
seq7536@6,seq667@45,0.9999999999999999
seq7536@6,seq4058@95,0.9999999999999999
seq7536@6,seq567@25,0.9999999999999999
seq7536@6,seq4013@37,0.9999999999999999
seq7536@6,seq756@25,0.9999999999999999
seq7536@6,seq32059@5,0.9999999999999999
seq7536@6,seq2413@23,0.9999999999999999
seq7536@6,seq803@72,0.9999999999999999
seq7536@6,seq5832@22,0.9999999999999999
seq7536@6,seq968@46,0.9999999999999999
seq7536@6,seq5127@21,0.9999999999999999
seq7536@6,seq2366@32,0.9999999999999999
seq7536@6,seq1939@16,0.9999999999999999
seq7536@6,seq7090@22,0.9999999999999999
seq7536@6,seq4637@16,0.9999999999999999
seq7536@6,seq294@40,0.9999999999999999
seq7536@6,seq3663@14,0.9999999999999999
seq7536@6,seq282@31,0.9999999999999999
seq7536@6,seq1977@11,0.9999999999999999
seq7536@6,seq101@106,0.9999999999999999
seq7536@6,seq11445@10,0.9878787878787878
seq7536@6,seq1609@30,0.9999999999999999
seq7536@6,seq804@9,0.9999999999999999
seq7536@6,seq11725@11,0.996965091635306
seq7536@6,seq12219@7,0.9999999999999999
seq7536@6,seq347@84,0.9999999999999999
seq7536@6,seq24325@7,0.9999999999999999
seq7536@6,seq762@26,0.9999999999999999
seq7536@6,seq9045@6,0.9999999999999999
seq7536@6,seq1062@22,0.9999999999999999
seq7536@6,seq11877@7,0.9999999999999999
seq7536@6,seq3868@20,0.9999999999999999
seq7536@6,seq2340@41,0.9999999999999999
seq7536@6,seq9698@6,0.9999999999999999
seq7536@6,seq2229@7,0.9999999999999999
seq7536@6,seq1169@78,0.9999999999999999
seq7536@6,seq2868@5,0.9999999999999999
seq7536@6,seq4564@7,0.9999999999999999
seq7536@6,seq1376@21,0.9878787878787878
seq7536@6,seq3502@5,0.9999999999999999
seq7536@6,seq13938@8,0.9999999999999999
seq7536@6,seq629@101,0.9999999999999999
seq7536@6,seq4326@5,0.9999999999999999
seq7536@6,seq147@8,0.9999999999999999
seq7536@6,seq304@65,0.9999999999999999
seq7536@6,seq7359@5,0.9999999999999999
seq7536@6,seq5131@10,0.9999999999999999
seq7536@6,seq7760@5,0.9999999999999999
seq7536@6,seq109@26,0.9999999999999999
seq7536@6,seq9913@5,0.9999999999999999
seq7536@6,seq10957@23,0.9999999999999999
seq7536@6,seq1472@61,0.9999999999999999
seq7536@6,seq12569@5,0.9999999999999999
seq7536@6,seq18928@9,0.9999999999999999
seq7536@6,seq16760@5,0.9999999999999999
seq7536@6,seq732@44,0.9999999999999999
seq7536@6,seq8386@19,0.9999999999999999
seq7536@6,seq4165@10,0.9999999999999999
seq7536@6,seq223@39,0.9999999999999999
seq7536@6,seq2127@17,0.9878787878787878
seq7536@6,seq5880@7,0.9878787878787878
seq7536@6,seq1314@44,0.9999999999999999
seq7536@6,seq516@43,0.9999999999999999
seq7536@6,seq239@42,0.9999999999999999
seq7536@6,seq7106@30,0.9999999999999999
seq7536@6,seq430@28,0.9999999999999999
seq7536@6,seq1204@23,0.9999999999999999
seq7536@6,seq2462@16,0.9999999999999999
seq7536@6,seq12862@14,0.9999999999999999
seq7536@6,seq1280@12,0.9878787878787878
seq7536@6,seq16740@11,0.9878787878787878
seq7536@6,seq17946@8,0.9999999999999999
seq7536@6,seq9187@6,0.9999999999999999
seq7536@6,seq2929@5,0.9999999999999999
seq7536@6,seq991@17,0.9999999999999999
seq7536@6,seq1934@40,0.9999999999999999
seq7536@6,seq8@44677,0.9999999999999999
seq7536@6,seq2461@27,0.9999999999999999
seq39677@6,seq4508@5,0.9999999999999999
seq39677@6,seq5590@5,0.9999999999999999
seq39677@6,seq6544@5,0.9999999999999999
seq39677@6,seq7946@5,0.9999999999999999
seq39677@6,seq20893@5,0.9999999999999999
seq39677@6,naive,0.9999999999999999
seq39677@6,seq24@4813,0.9999999999999999
seq39677@6,seq23901@6,0.9999999999999999
seq39677@6,seq366@64,0.9999999999999999
seq39677@6,seq5823@8,0.9999999999999999
seq39677@6,seq5881@11,0.9999999999999999
seq39677@6,seq1004@14,0.9999999999999999
seq39677@6,seq42589@5,0.9999999999999999
seq39677@6,seq1603@86,0.9999999999999999
seq39677@6,seq3096@41,0.9999999999999999
seq39677@6,seq141@55,0.9999999999999999
seq39677@6,seq4005@80,0.9999999999999999
seq39677@6,seq6678@28,0.9999999999999999
seq39677@6,seq398@62,0.9999999999999999
seq39677@6,seq3289@27,0.9999999999999999
seq39677@6,seq667@45,0.9999999999999999
seq39677@6,seq4058@95,0.9999999999999999
seq39677@6,seq567@25,0.9999999999999999
seq39677@6,seq4013@37,0.9999999999999999
seq39677@6,seq756@25,0.9999999999999999
seq39677@6,seq32059@5,0.9999999999999999
seq39677@6,seq2413@23,0.9999999999999999
seq39677@6,seq803@72,0.9999999999999999
seq39677@6,seq5832@22,0.9999999999999999
seq39677@6,seq968@46,0.9999999999999999
seq39677@6,seq5127@21,0.9999999999999999
seq39677@6,seq2366@32,0.9999999999999999
seq39677@6,seq1939@16,0.9999999999999999
seq39677@6,seq7090@22,0.9999999999999999
seq39677@6,seq4637@16,0.9999999999999999
seq39677@6,seq294@40,0.9999999999999999
seq39677@6,seq3663@14,0.9999999999999999
seq39677@6,seq282@31,0.9999999999999999
seq39677@6,seq1977@11,0.9999999999999999
seq39677@6,seq101@106,0.9999999999999999
seq39677@6,seq11445@10,0.9878787878787878
seq39677@6,seq1609@30,0.9999999999999999
seq39677@6,seq804@9,0.9999999999999999
seq39677@6,seq11725@11,0.996965091635306
seq39677@6,seq12219@7,0.9999999999999999
seq39677@6,seq347@84,0.9999999999999999
seq39677@6,seq24325@7,0.9999999999999999
seq39677@6,seq762@26,0.9999999999999999
seq39677@6,seq9045@6,0.9999999999999999
seq39677@6,seq1062@22,0.9999999999999999
seq39677@6,seq11877@7,0.9999999999999999
seq39677@6,seq3868@20,0.9999999999999999
seq39677@6,seq2340@41,0.9999999999999999
seq39677@6,seq9698@6,0.9999999999999999
seq39677@6,seq2229@7,0.9999999999999999
seq39677@6,seq1169@78,0.9999999999999999
seq39677@6,seq2868@5,0.9999999999999999
seq39677@6,seq4564@7,0.9999999999999999
seq39677@6,seq1376@21,0.9878787878787878
seq39677@6,seq3502@5,0.9999999999999999
seq39677@6,seq13938@8,0.9999999999999999
seq39677@6,seq629@101,0.9999999999999999
seq39677@6,seq4326@5,0.9999999999999999
seq39677@6,seq147@8,0.9999999999999999
seq39677@6,seq304@65,0.9999999999999999
seq39677@6,seq7359@5,0.9999999999999999
seq39677@6,seq5131@10,0.9999999999999999
seq39677@6,seq7760@5,0.9999999999999999
seq39677@6,seq109@26,0.9999999999999999
